"DRIVERSTANDINGSID","RACEID","DRIVERID","POINTS","POSITION","POSITIONTEXT","WINS","YEAR","ROUND","NAME","DRIVERREF","FINAL","DRIVER_POSITION_BEFORE_RACE","DRIVER_POINTS_BEFORE_RACE","POSITION_POINTS_BEFORE_RACE","POINTS_OF_LOWER_POSITION","POINTS_OF_LOWER_POSITION_BEFORE_RACE","DELTA_POINTS_TO_LOWER_POSITION","DELTA_POINTS_TO_LOWER_POSITION_BEFORE_RACE","CHANGE_DELTA_BEFORE_AND_AFTER_RACE"
54978,612,223,1,14,"14",0,1973,8,"French Grand Prix","regazzoni","N",14,1,1,1,1,0,0,0
54977,612,290,1,16,"16",0,1973,8,"French Grand Prix","wilson_fittipaldi","N",15,1,1,1,0,0,1,-1
54973,612,327,31,3,"3",0,1973,8,"French Grand Prix","cevert","N",3,25,25,19,19,12,6,6
54972,612,224,41,2,"2",3,1973,8,"French Grand Prix","emerson_fittipaldi","N",1,41,39,31,25,10,14,-4
55042,613,335,0,37,"37",0,1973,9,"British Grand Prix","williamson","N",,,0,0,0,0,0,0
55041,613,200,0,35,"35",0,1973,9,"British Grand Prix","mass","N",23,0,0,0,0,0,0,0
21898,462,140,0,28,"28",0,1983,11,"Austrian Grand Prix","johansson","N",31,0,0,0,0,0,0,0
21900,463,137,37,3,"3",1,1983,12,"Dutch Grand Prix","piquet","N",2,37,34,37,31,0,3,-3
21901,463,182,12,8,"8",0,1983,12,"Dutch Grand Prix","lauda","N",8,12,12,11,11,1,1,0
21903,463,175,37,4,"4",1,1983,12,"Dutch Grand Prix","tambay","N",4,31,31,25,25,12,6,6
21905,463,117,51,1,"1",4,1983,12,"Dutch Grand Prix","prost","N",1,51,51,43,37,8,14,-6
21906,463,118,3,15,"15",0,1983,12,"Dutch Grand Prix","warwick","N",21,0,2,3,1,0,1,-1
21908,463,163,43,2,"2",3,1983,12,"Dutch Grand Prix","arnoux","N",3,34,37,37,34,6,3,3
21909,463,193,2,17,"17",0,1983,12,"Dutch Grand Prix","sullivan","N",15,2,1,1,0,1,1,0
21912,463,194,0,30,"30",0,1983,12,"Dutch Grand Prix","salazar","N",29,0,0,0,0,0,0,0
21914,463,195,0,29,"29",0,1983,12,"Dutch Grand Prix","guerrero","N",30,0,0,0,0,0,0,0
21916,463,187,22,6,"6",1,1983,12,"Dutch Grand Prix","watson","N",6,18,18,17,17,5,1,4
21917,463,196,0,22,"22",0,1983,12,"Dutch Grand Prix","boesel","N",22,0,0,0,0,0,0,0
21919,463,197,0,20,"20",0,1983,12,"Dutch Grand Prix","jarier","N",19,0,0,0,0,0,0,0
21920,463,119,4,13,"13",0,1983,12,"Dutch Grand Prix","patrese","N",13,4,4,4,4,0,0,0
21922,463,152,0,24,"24",0,1983,12,"Dutch Grand Prix","giacomelli","N",23,0,0,0,0,0,0,0
21923,463,105,10,10,"10",1,1983,12,"Dutch Grand Prix","alboreto","N",10,9,9,6,6,4,3,1
21925,463,160,0,28,"28",0,1983,12,"Dutch Grand Prix","ghinzani","N",27,0,0,0,0,0,0,0
21926,463,178,0,31,"31",0,1983,12,"Dutch Grand Prix","jones","N",31,0,0,0,0,0,0,0
21930,463,123,0,19,"19",0,1983,12,"Dutch Grand Prix","boutsen","N",18,0,0,0,0,0,0,0
21931,463,198,0,33,"33",0,1983,12,"Dutch Grand Prix","villeneuve_sr","N",33,0,0,0,0,0,0,0
21933,463,186,0,32,"32",0,1983,12,"Dutch Grand Prix","acheson","N",32,0,0,0,0,0,0,0
21934,464,137,46,3,"3",2,1983,13,"Italian Grand Prix","piquet","N",3,37,37,40,37,6,0,6
21936,464,172,11,9,"9",0,1983,13,"Italian Grand Prix","laffite","N",9,11,11,10,10,1,1,0
21937,464,175,40,4,"4",1,1983,13,"Italian Grand Prix","tambay","N",4,37,37,25,25,15,12,3
21939,464,117,51,1,"1",4,1983,13,"Italian Grand Prix","prost","N",1,51,51,49,43,2,8,-6
21940,464,118,4,14,"14",0,1983,13,"Italian Grand Prix","warwick","N",15,3,4,4,3,0,1,-1
21942,464,163,49,2,"2",3,1983,13,"Italian Grand Prix","arnoux","N",2,43,43,46,37,3,6,-3
21948,464,195,0,29,"29",0,1983,13,"Italian Grand Prix","guerrero","N",29,0,0,0,0,0,0,0
21950,464,187,22,6,"6",1,1983,13,"Italian Grand Prix","watson","N",6,22,22,21,17,1,5,-4
21951,464,196,0,24,"24",0,1983,13,"Italian Grand Prix","boesel","N",22,0,0,0,0,0,0,0
21953,464,197,0,21,"21",0,1983,13,"Italian Grand Prix","jarier","N",20,0,0,0,0,0,0,0
21954,464,119,4,13,"13",0,1983,13,"Italian Grand Prix","patrese","N",13,4,4,4,4,0,0,0
21956,464,152,0,22,"22",0,1983,13,"Italian Grand Prix","giacomelli","N",24,0,0,0,0,0,0,0
21957,464,105,10,10,"10",1,1983,13,"Italian Grand Prix","alboreto","N",10,10,10,6,6,4,4,0
21959,464,160,0,28,"28",0,1983,13,"Italian Grand Prix","ghinzani","N",28,0,0,0,0,0,0,0
21960,464,178,0,31,"31",0,1983,13,"Italian Grand Prix","jones","N",31,0,0,0,0,0,0,0
21962,464,177,25,5,"5",1,1983,13,"Italian Grand Prix","keke_rosberg","N",5,25,25,22,22,3,3,0
21965,464,198,0,33,"33",0,1983,13,"Italian Grand Prix","villeneuve_sr","N",33,0,0,0,0,0,0,0
21966,464,140,0,25,"25",0,1983,13,"Italian Grand Prix","johansson","N",23,0,0,0,0,0,0,0
22037,465,156,0,30,"30",0,1983,14,"European Grand Prix","palmer","N",27,0,0,0,0,0,0,0
22036,465,186,0,33,"33",0,1983,14,"European Grand Prix","acheson","N",32,0,0,0,0,0,0,0
22034,465,198,0,34,"34",0,1983,14,"European Grand Prix","villeneuve_sr","N",33,0,0,0,,0,,
22029,465,178,0,32,"32",0,1983,14,"European Grand Prix","jones","N",31,0,0,0,0,0,0,0
22027,465,110,9,12,"12",0,1983,14,"European Grand Prix","cesaris","N",11,6,6,6,4,3,2,1
22025,465,152,1,19,"19",0,1983,14,"European Grand Prix","giacomelli","N",22,0,1,1,0,0,1,-1
22023,465,119,4,14,"14",0,1983,14,"European Grand Prix","patrese","N",13,4,4,4,4,0,0,0
22019,465,187,22,6,"6",1,1983,14,"European Grand Prix","watson","N",6,22,22,21,21,1,1,0
22009,465,118,6,13,"13",0,1983,14,"European Grand Prix","warwick","N",14,4,4,4,4,2,0,2
22006,465,175,40,4,"4",1,1983,14,"European Grand Prix","tambay","N",4,40,40,25,25,15,15,0
22004,465,182,12,8,"8",0,1983,14,"European Grand Prix","lauda","N",8,12,12,11,11,1,1,0
22011,465,163,49,3,"3",3,1983,14,"European Grand Prix","arnoux","N",2,49,46,40,40,9,6,3
22012,465,193,2,17,"17",0,1983,14,"European Grand Prix","sullivan","N",17,2,2,2,2,0,0,0
22014,465,188,1,20,"20",0,1983,14,"European Grand Prix","cecotto","N",19,1,0,0,0,1,0,1
22015,465,194,0,31,"31",0,1983,14,"European Grand Prix","salazar","N",30,0,0,0,0,0,0,0
22030,465,173,2,18,"18",0,1983,14,"European Grand Prix","angelis","N",18,2,2,1,1,1,1,0
22026,465,105,10,10,"10",1,1983,14,"European Grand Prix","alboreto","N",10,10,10,10,6,0,4,-4
22003,465,137,55,2,"2",3,1983,14,"European Grand Prix","piquet","N",3,46,49,49,46,6,3,3
22021,465,184,3,16,"16",0,1983,14,"European Grand Prix","baldi","N",16,3,3,2,2,1,1,0
22039,466,182,12,10,"10",0,1983,15,"South African Grand Prix","lauda","Y",8,12,10,11,10,1,0,1
22041,466,175,40,4,"4",1,1983,15,"South African Grand Prix","tambay","Y",4,40,40,27,25,13,15,-2
22042,466,176,4,15,"15",0,1983,15,"South African Grand Prix","surer","Y",15,4,4,3,3,1,1,0
22044,466,118,9,14,"14",0,1983,15,"South African Grand Prix","warwick","Y",13,6,4,4,4,5,0,5
22045,466,192,0,23,"23",0,1983,15,"South African Grand Prix","serra","Y",23,0,0,0,0,0,0,0
22047,466,193,2,17,"17",0,1983,15,"South African Grand Prix","sullivan","Y",17,2,2,2,2,0,0,0
22048,466,95,10,13,"13",0,1983,15,"South African Grand Prix","mansell","Y",11,10,6,9,4,1,2,-1
22052,466,195,0,29,"29",0,1983,15,"South African Grand Prix","guerrero","Y",29,0,0,0,0,0,0,0
56681,565,279,0,36,"36",0,1976,6,"Monaco Grand Prix","zapico","N",35,0,0,0,0,0,0,0
56679,565,256,0,20,"20",0,1976,6,"Monaco Grand Prix","perkins","N",20,0,0,0,0,0,0,0
56678,565,232,0,31,"31",0,1976,6,"Monaco Grand Prix","merzario","N",31,0,0,0,0,0,0,0
56676,565,251,0,35,"35",0,1976,6,"Monaco Grand Prix","ian_scheckter","N",34,0,0,0,0,0,0,0
56675,565,255,4,10,"10",0,1976,6,"Monaco Grand Prix","nilsson","N",9,4,3,3,3,1,0,1
56673,565,278,2,13,"13",0,1976,6,"Monaco Grand Prix","amon","N",13,2,2,2,2,0,0,0
56672,565,277,0,23,"23",0,1976,6,"Monaco Grand Prix","leclere","N",23,0,0,0,0,0,0,0
56670,565,276,0,25,"25",0,1976,6,"Monaco Grand Prix","evans","N",25,0,0,0,0,0,0,0
56667,565,207,1,17,"17",0,1976,6,"Monaco Grand Prix","mario_andretti","N",17,1,1,0,0,1,1,0
56665,565,172,7,7,"7",0,1976,6,"Monaco Grand Prix","laffite","N",7,7,7,6,4,1,3,-2
56664,565,230,0,21,"21",0,1976,6,"Monaco Grand Prix","brambilla","N",21,0,0,0,0,0,0,0
56662,565,197,0,18,"18",0,1976,6,"Monaco Grand Prix","jarier","N",19,0,0,0,0,0,0,0
56661,565,275,0,29,"29",0,1976,6,"Monaco Grand Prix","lombardi","N",29,0,0,0,0,0,0,0
59102,504,178,28,1,"1",2,1980,7,"French Grand Prix","jones","N",3,19,22,25,21,3,1,2
59166,505,228,0,34,"34",0,1980,8,"British Grand Prix","desire_wilson","N",,,0,,0,,0,
59164,505,212,0,22,"22",0,1980,8,"British Grand Prix","rebaque","N",10,11,0,0,0,0,0,0
59161,505,209,0,27,"27",0,1980,8,"British Grand Prix","lees","N",25,0,0,0,0,0,0,0
59160,505,158,0,29,"29",0,1980,8,"British Grand Prix","cheever","N",27,0,0,0,0,0,0,0
59158,505,140,0,32,"32",0,1980,8,"British Grand Prix","johansson","N",30,0,0,0,0,0,0,0
59157,505,225,0,31,"31",0,1980,8,"British Grand Prix","kennedy","N",29,0,0,0,,0,,
59155,505,202,23,4,"4",1,1980,8,"British Grand Prix","pironi","N",4,23,23,20,16,3,7,-4
59154,505,163,23,3,"3",2,1980,8,"British Grand Prix","arnoux","N",3,23,23,23,23,0,0,0
59152,505,187,3,15,"15",0,1980,8,"British Grand Prix","watson","N",12,3,3,3,2,0,1,-1
59150,505,199,20,5,"5",1,1980,8,"British Grand Prix","reutemann","N",5,16,16,16,16,4,0,4
59149,505,200,4,12,"12",0,1980,8,"British Grand Prix","mass","N",11,4,3,4,3,0,0,0
59147,505,176,0,21,"21",0,1980,8,"British Grand Prix","surer","N",21,0,0,0,0,0,0,0
59144,505,203,3,16,"16",0,1980,8,"British Grand Prix","gilles_villeneuve","N",14,3,2,2,2,1,0,1
59143,505,224,5,10,"10",0,1980,8,"British Grand Prix","emerson_fittipaldi","N",9,5,4,4,4,1,0,1
59141,505,222,2,17,"17",0,1980,8,"British Grand Prix","scheckter","N",17,2,2,2,2,0,0,0
59140,505,221,0,28,"28",0,1980,8,"British Grand Prix","depailler","N",26,0,0,0,0,0,0,0
59138,505,117,4,14,"14",0,1980,8,"British Grand Prix","prost","N",15,3,3,3,3,1,0,1
59137,505,152,2,18,"18",0,1980,8,"British Grand Prix","giacomelli","N",18,2,2,0,0,2,2,0
59134,505,137,31,2,"2",1,1980,8,"British Grand Prix","piquet","N",2,25,25,23,23,8,2,6
59200,506,228,0,35,"35",0,1980,9,"German Grand Prix","desire_wilson","N",34,0,0,,0,,0,
59198,506,212,0,22,"22",0,1980,9,"German Grand Prix","rebaque","N",22,0,0,0,0,0,0,0
59196,506,226,0,34,"34",0,1980,9,"German Grand Prix","south","N",33,0,0,0,,0,,
59195,506,209,0,27,"27",0,1980,9,"German Grand Prix","lees","N",27,0,0,0,0,0,0,0
59193,506,136,0,26,"26",0,1980,9,"German Grand Prix","lammers","N",26,0,0,0,0,0,0,0
59192,506,140,0,32,"32",0,1980,9,"German Grand Prix","johansson","N",32,0,0,0,0,0,0,0
59190,506,197,4,13,"13",0,1980,9,"German Grand Prix","jarier","N",13,4,4,4,4,0,0,0
59189,506,202,23,6,"6",1,1980,9,"German Grand Prix","pironi","N",4,23,16,7,7,16,9,7
59186,506,187,3,17,"17",0,1980,9,"German Grand Prix","watson","N",15,3,2,2,2,1,0,1
59184,506,199,26,3,"3",1,1980,9,"German Grand Prix","reutemann","N",5,20,23,25,23,1,0,1
59183,506,200,4,12,"12",0,1980,9,"German Grand Prix","mass","N",12,4,4,4,4,0,0,0
59181,506,176,0,21,"21",0,1980,9,"German Grand Prix","surer","N",21,0,0,0,0,0,0,0
59180,506,119,7,7,"7",0,1980,9,"German Grand Prix","patrese","N",7,7,7,6,6,1,1,0
59178,506,203,4,15,"15",0,1980,9,"German Grand Prix","gilles_villeneuve","N",16,3,3,4,3,0,0,0
59176,506,223,0,23,"23",0,1980,9,"German Grand Prix","regazzoni","N",23,0,0,0,0,0,0,0
59175,506,222,2,18,"18",0,1980,9,"German Grand Prix","scheckter","N",17,2,2,0,0,2,2,0
59172,506,117,4,16,"16",0,1980,9,"German Grand Prix","prost","N",14,4,3,3,2,1,1,0
59170,506,206,6,9,"9",0,1980,9,"German Grand Prix","daly","N",9,6,6,5,5,1,1,0
59169,506,177,4,11,"11",0,1980,9,"German Grand Prix","keke_rosberg","N",11,4,4,4,4,0,0,0
59167,506,178,41,1,"1",3,1980,9,"German Grand Prix","jones","N",1,37,37,34,31,7,6,1
59235,507,228,0,36,"36",0,1980,10,"Austrian Grand Prix","desire_wilson","N",35,0,0,,0,,0,
59234,507,211,0,25,"25",0,1980,10,"Austrian Grand Prix","keegan","N",25,0,0,0,0,0,0,0
59232,507,227,0,31,"31",0,1980,10,"Austrian Grand Prix","needell","N",30,0,0,0,0,0,0,0
59231,507,226,0,35,"35",0,1980,10,"Austrian Grand Prix","south","N",34,0,0,0,,0,,
59229,507,158,0,29,"29",0,1980,10,"Austrian Grand Prix","cheever","N",29,0,0,0,0,0,0,0
59226,507,225,0,32,"32",0,1980,10,"Austrian Grand Prix","kennedy","N",31,0,0,0,0,0,0,0
59225,507,197,4,14,"14",0,1980,10,"Austrian Grand Prix","jarier","N",13,4,4,4,4,0,0,0
59223,507,163,23,5,"5",2,1980,10,"Austrian Grand Prix","arnoux","N",5,23,23,23,23,0,0,0
59222,507,219,9,7,"7",1,1980,10,"Austrian Grand Prix","jabouille","N",24,0,7,7,6,2,1,1
59220,507,173,7,9,"9",0,1980,10,"Austrian Grand Prix","angelis","N",8,6,6,6,5,1,1,0
59219,507,199,30,3,"3",1,1980,10,"Austrian Grand Prix","reutemann","N",3,26,26,28,25,2,1,1
59217,507,207,0,20,"20",0,1980,10,"Austrian Grand Prix","mario_andretti","N",19,0,0,0,0,0,0,0
59216,507,176,0,23,"23",0,1980,10,"Austrian Grand Prix","surer","N",21,0,0,0,0,0,0,0
59214,507,172,28,4,"4",1,1980,10,"Austrian Grand Prix","laffite","N",4,25,25,23,23,5,2,3
57025,573,208,0,45,"45",0,1976,14,"Canadian Grand Prix","villota","N",44,0,0,0,0,0,0,0
57024,573,279,0,44,"44",0,1976,14,"Canadian Grand Prix","zapico","N",43,0,0,0,0,0,0,0
57022,573,256,0,24,"24",0,1976,14,"Canadian Grand Prix","perkins","N",24,0,0,0,0,0,0,0
57021,573,232,0,26,"26",0,1976,14,"Canadian Grand Prix","merzario","N",26,0,0,0,0,0,0,0
57018,573,255,10,11,"11",0,1976,14,"Canadian Grand Prix","nilsson","N",10,10,10,10,9,0,1,-1
57016,573,278,2,18,"18",0,1976,14,"Canadian Grand Prix","amon","N",18,2,2,1,1,1,1,0
57014,573,239,0,29,"29",0,1976,14,"Canadian Grand Prix","lunger","N",29,0,0,0,0,0,0,0
57013,573,276,0,30,"30",0,1976,14,"Canadian Grand Prix","evans","N",30,0,0,0,0,0,0,0
57011,573,187,19,7,"7",1,1976,14,"Canadian Grand Prix","watson","N",7,19,19,16,14,3,5,-2
57010,573,207,13,9,"9",0,1976,14,"Canadian Grand Prix","mario_andretti","N",12,9,10,10,10,3,0,3
57008,573,172,20,6,"6",0,1976,14,"Canadian Grand Prix","laffite","N",6,20,20,19,19,1,1,0
57007,573,230,1,19,"19",0,1976,14,"Canadian Grand Prix","brambilla","N",19,1,1,1,1,0,0,0
57005,573,197,0,21,"21",0,1976,14,"Canadian Grand Prix","jarier","N",21,0,0,0,0,0,0,0
57002,573,199,3,16,"16",0,1976,14,"Canadian Grand Prix","reutemann","N",16,3,3,3,3,0,0,0
56999,573,254,0,27,"27",0,1976,14,"Canadian Grand Prix","zorzi","N",27,0,0,0,0,0,0,0
56998,573,235,0,22,"22",0,1976,14,"Canadian Grand Prix","ickx","N",22,0,0,0,0,0,0,0
56996,573,200,16,8,"8",0,1976,14,"Canadian Grand Prix","mass","N",8,14,14,13,10,3,4,-1
56995,573,222,43,3,"3",1,1976,14,"Canadian Grand Prix","scheckter","N",3,40,40,33,28,10,12,-2
56993,573,252,10,12,"12",0,1976,14,"Canadian Grand Prix","pryce","N",11,10,9,7,7,3,2,1
56992,573,221,33,4,"4",0,1976,14,"Canadian Grand Prix","depailler","N",5,27,28,29,27,4,1,3
57088,574,286,0,36,"36",0,1976,15,"United States Grand Prix","brown","N",,,0,0,0,0,0,0
57087,574,237,0,35,"35",0,1976,15,"United States Grand Prix","ribeiro","N",27,0,0,0,0,0,0,0
57085,574,260,0,42,"42",0,1976,15,"United States Grand Prix","andersson","N",40,0,0,0,0,0,0,0
57083,574,246,0,39,"39",0,1976,15,"United States Grand Prix","binder","N",37,0,0,0,0,0,0,0
57081,574,243,1,20,"20",0,1976,15,"United States Grand Prix","stommelen","N",20,1,1,0,0,1,1,0
57080,574,283,0,50,"50",0,1976,15,"United States Grand Prix","wilds","N",48,0,0,,0,,0,
57078,574,282,0,49,"49",0,1976,15,"United States Grand Prix","magee","N",47,0,0,0,0,0,0,0
57077,574,281,0,45,"45",0,1976,15,"United States Grand Prix","nelleman","N",43,0,0,0,0,0,0,0
57075,574,265,0,37,"37",0,1976,15,"United States Grand Prix","edwards","N",35,0,0,0,0,0,0,0
57074,574,258,0,38,"38",0,1976,15,"United States Grand Prix","neve","N",36,0,0,0,0,0,0,0
57073,574,208,0,47,"47",0,1976,15,"United States Grand Prix","villota","N",45,0,0,0,0,0,0,0
57071,574,271,0,34,"34",0,1976,15,"United States Grand Prix","kessel","N",34,0,0,0,0,0,0,0
57070,574,256,0,24,"24",0,1976,15,"United States Grand Prix","perkins","N",24,0,0,0,0,0,0,0
57068,574,178,4,15,"15",0,1976,15,"United States Grand Prix","jones","N",15,4,4,3,3,1,1,0
57065,574,229,0,23,"23",0,1976,15,"United States Grand Prix","ertl","N",23,0,0,0,0,0,0,0
57064,574,278,2,18,"18",0,1976,15,"United States Grand Prix","amon","N",18,2,2,1,1,1,1,0
57062,574,239,0,29,"29",0,1976,15,"United States Grand Prix","lunger","N",29,0,0,0,0,0,0,0
57061,574,276,0,30,"30",0,1976,15,"United States Grand Prix","evans","N",30,0,0,0,0,0,0,0
57060,574,270,0,41,"41",0,1976,15,"United States Grand Prix","ashley","N",39,0,0,0,0,0,0,0
57058,574,207,13,9,"9",0,1976,15,"United States Grand Prix","mario_andretti","N",9,13,13,10,10,3,3,0
57057,574,238,10,10,"10",1,1976,15,"United States Grand Prix","peterson","N",10,10,10,10,10,0,0,0
57055,574,230,1,19,"19",0,1976,15,"United States Grand Prix","brambilla","N",19,1,1,1,1,0,0,0
57054,574,231,65,2,"2",6,1976,15,"United States Grand Prix","hunt","N",2,56,56,49,43,16,13,3
57052,574,275,0,33,"33",0,1976,15,"United States Grand Prix","lombardi","N",33,0,0,0,0,0,0,0
57048,574,250,7,14,"14",0,1976,15,"United States Grand Prix","pace","N",13,7,6,4,4,3,2,1
57045,574,223,29,5,"5",1,1976,15,"United States Grand Prix","regazzoni","N",5,29,29,20,20,9,9,0
57044,574,200,19,8,"8",0,1976,15,"United States Grand Prix","mass","N",8,16,16,13,13,6,3,3
57042,574,233,8,13,"13",0,1976,15,"United States Grand Prix","stuck","N",14,6,7,7,6,1,1,0
57041,574,252,10,12,"12",0,1976,15,"United States Grand Prix","pryce","N",12,10,10,8,7,2,3,-1
57039,574,182,68,1,"1",5,1976,15,"United States Grand Prix","lauda","N",1,64,64,65,56,3,8,-5
57142,575,245,0,47,"47",0,1976,16,"Japanese Grand Prix","trimmer","Y",60,0,0,0,0,0,0,0
57140,575,287,0,34,"34",0,1976,16,"Japanese Grand Prix","hasemi","Y",,,0,0,0,0,0,0
57139,575,274,0,27,"27",0,1976,16,"Japanese Grand Prix","takahara","Y",48,0,0,0,0,0,0,0
57137,575,237,0,37,"37",0,1976,16,"Japanese Grand Prix","ribeiro","Y",35,0,0,0,0,0,0,0
57136,575,285,0,48,"48",0,1976,16,"Japanese Grand Prix","stuppacher","Y",44,0,0,0,0,0,0,0
57134,575,257,0,42,"42",0,1976,16,"Japanese Grand Prix","hayje","Y",40,0,0,0,0,0,0,0
57133,575,246,0,41,"41",0,1976,16,"Japanese Grand Prix","binder","Y",39,0,0,0,0,0,0,0
57130,575,283,0,54,"54",0,1976,16,"Japanese Grand Prix","wilds","Y",50,0,0,,0,,0,
57127,575,281,0,49,"49",0,1976,16,"Japanese Grand Prix","nelleman","Y",45,0,0,0,0,0,0,0
57125,575,265,0,39,"39",0,1976,16,"Japanese Grand Prix","edwards","Y",37,0,0,0,0,0,0,0
57124,575,258,0,40,"40",0,1976,16,"Japanese Grand Prix","neve","Y",38,0,0,0,0,0,0,0
57122,575,279,0,50,"50",0,1976,16,"Japanese Grand Prix","zapico","Y",46,0,0,0,,0,,
57121,575,271,0,36,"36",0,1976,16,"Japanese Grand Prix","kessel","Y",34,0,0,0,0,0,0,0
57119,575,232,0,26,"26",0,1976,16,"Japanese Grand Prix","merzario","Y",26,0,0,0,0,0,0,0
57118,575,178,7,15,"15",0,1976,16,"Japanese Grand Prix","jones","Y",15,4,4,3,3,4,1,3
57116,575,255,11,10,"10",0,1976,16,"Japanese Grand Prix","nilsson","Y",11,10,10,10,10,1,0,1
57115,575,229,0,21,"21",0,1976,16,"Japanese Grand Prix","ertl","Y",23,0,0,0,0,0,0,0
55039,613,313,0,28,"28",0,1973,9,"British Grand Prix","opel","N",28,0,0,0,0,0,0,0
55038,613,317,0,34,"34",0,1973,9,"British Grand Prix","wisell","N",33,0,0,0,,0,,
55035,613,278,1,17,"17",0,1973,9,"British Grand Prix","amon","N",17,1,1,0,0,1,1,0
55033,613,280,0,22,"22",0,1973,9,"British Grand Prix","pescarolo","N",22,0,0,0,0,0,0,0
55032,613,293,0,36,"36",0,1973,9,"British Grand Prix","charlton","N",34,0,0,0,0,0,0,0
55030,613,334,0,32,"32",0,1973,9,"British Grand Prix","pretorius","N",31,0,0,0,0,0,0,0
55029,613,292,0,30,"30",0,1973,9,"British Grand Prix","keizan","N",30,0,0,0,0,0,0,0
55027,613,333,3,12,"12",0,1973,9,"British Grand Prix","adamich","N",11,3,2,2,2,1,0,1
55024,613,330,0,24,"24",0,1973,9,"British Grand Prix","galli","N",24,0,0,0,0,0,0,0
55023,613,250,0,20,"20",0,1973,9,"British Grand Prix","pace","N",20,0,0,0,0,0,0,0
55021,613,199,8,7,"7",0,1973,9,"British Grand Prix","reutemann","N",8,7,8,8,7,0,1,-1
55020,613,182,2,13,"13",0,1973,9,"British Grand Prix","lauda","N",12,2,2,2,1,0,1,-1
55018,613,307,0,19,"19",0,1973,9,"British Grand Prix","ganley","N",19,0,0,0,0,0,0,0
55015,613,329,0,18,"18",0,1973,9,"British Grand Prix","beuttler","N",18,0,0,0,0,0,0,0
55013,613,309,20,6,"6",1,1973,9,"British Grand Prix","revson","N",6,11,11,8,8,12,3,9
55012,613,223,1,15,"15",0,1973,9,"British Grand Prix","regazzoni","N",14,1,1,1,1,0,0,0
55010,613,304,23,5,"5",1,1973,9,"British Grand Prix","hulme","N",5,19,19,20,11,3,8,-5
55009,613,235,8,8,"8",0,1973,9,"British Grand Prix","ickx","N",7,8,7,6,6,2,1,1
55007,613,327,33,3,"3",0,1973,9,"British Grand Prix","cevert","N",3,31,31,25,19,8,12,-4
55006,613,224,41,2,"2",3,1973,9,"British Grand Prix","emerson_fittipaldi","N",2,41,41,33,31,8,10,-2
55081,614,336,0,39,"39",0,1973,10,"Dutch Grand Prix","mcrae","N",38,0,0,,0,,0,
55080,614,335,0,35,"35",0,1973,10,"Dutch Grand Prix","williamson","N",37,0,0,0,0,0,0,0
55077,614,313,0,29,"29",0,1973,10,"Dutch Grand Prix","opel","N",28,0,0,0,0,0,0,0
55075,614,259,0,34,"34",0,1973,10,"Dutch Grand Prix","purley","N",33,0,0,0,0,0,0,0
55073,614,278,1,17,"17",0,1973,10,"Dutch Grand Prix","amon","N",17,1,1,1,0,0,1,-1
55072,614,289,0,24,"24",0,1973,10,"Dutch Grand Prix","hill","N",23,0,0,0,0,0,0,0
55070,614,293,0,38,"38",0,1973,10,"Dutch Grand Prix","charlton","N",36,0,0,0,,0,,
55069,614,262,0,27,"27",0,1973,10,"Dutch Grand Prix","oliver","N",26,0,0,0,0,0,0,0
55067,614,292,0,31,"31",0,1973,10,"Dutch Grand Prix","keizan","N",30,0,0,0,0,0,0,0
55066,614,222,0,26,"26",0,1973,10,"Dutch Grand Prix","scheckter","N",25,0,0,0,0,0,0,0
55064,614,332,5,11,"11",0,1973,10,"Dutch Grand Prix","follmer","N",10,5,4,4,3,1,1,0
55063,614,331,0,28,"28",0,1973,10,"Dutch Grand Prix","bueno","N",27,0,0,0,0,0,0,0
55059,614,199,8,7,"7",0,1973,10,"Dutch Grand Prix","reutemann","N",7,8,8,8,8,0,0,0
55058,614,182,2,14,"14",0,1973,10,"Dutch Grand Prix","lauda","N",13,2,2,1,1,1,1,0
55056,614,307,0,21,"21",0,1973,10,"Dutch Grand Prix","ganley","N",19,0,0,0,0,0,0,0
55055,614,306,4,12,"12",0,1973,10,"Dutch Grand Prix","beltoise","N",14,2,3,3,2,1,1,0
55053,614,329,0,19,"19",0,1973,10,"Dutch Grand Prix","beuttler","N",18,0,0,0,0,0,0,0
55052,614,232,6,10,"10",0,1973,10,"Dutch Grand Prix","merzario","N",9,6,5,5,4,1,1,0
55050,614,223,1,15,"15",0,1973,10,"Dutch Grand Prix","regazzoni","N",15,1,1,1,1,0,0,0
55047,614,235,8,9,"9",0,1973,10,"Dutch Grand Prix","ickx","N",8,8,6,6,5,2,1,1
55045,614,327,39,3,"3",0,1973,10,"Dutch Grand Prix","cevert","N",3,33,33,25,25,14,8,6
55120,615,336,0,40,"40",0,1973,11,"German Grand Prix","mcrae","N",39,0,0,,0,,0,
55118,615,200,0,22,"22",0,1973,11,"German Grand Prix","mass","N",37,0,0,0,0,0,0,0
55117,615,187,0,35,"35",0,1973,11,"German Grand Prix","watson","N",32,0,0,0,0,0,0,0
55115,615,317,0,38,"38",0,1973,11,"German Grand Prix","wisell","N",36,0,0,0,0,0,0,0
55114,615,259,0,32,"32",0,1973,11,"German Grand Prix","purley","N",34,0,0,0,0,0,0,0
55112,615,278,1,18,"18",0,1973,11,"German Grand Prix","amon","N",17,1,1,1,0,0,1,-1
55110,615,280,0,24,"24",0,1973,11,"German Grand Prix","pescarolo","N",23,0,0,0,0,0,0,0
